Row_ID,Order_ID,Order_Date,Order_Priority,Order_Quantity,Sales,Discount,Ship_Mode,Profit,Unit_Price,Shipping_Cost,Customer_Name,Province,Region,Customer_Segment,Product_Category,Product_Sub_Category,Product_Name,Product_Container,Product_Base_Margin,Ship_Date,Status
3174,22820,2010-08-17,High,34,209.1200000000,0.0500000000,Regular Air,-116.2100000000,5.9800000000,4.3800000000,Craig Yedwab,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Small Pack,0.7500000000,2010-08-19,Returned
3175,22820,2010-08-17,High,18,144.8400000000,0.0000000000,Regular Air,21.4900000000,7.8900000000,2.8200000000,Craig Yedwab,Nova Scotia,Atlantic,Consumer,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box",Wrap Bag,0.4000000000,2010-08-20,Returned
3176,22848,2011-12-10,Not Specified,20,140.3700000000,0.0100000000,Regular Air,-893.3900000000,4.4800000000,49.0000000000,Nicole Brennan,Yukon,Yukon,Home Office,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6000000000,2011-12-11,Not Returned
3177,22848,2011-12-10,Not Specified,45,5921.7400000000,0.0200000000,Delivery Truck,-287.6200000000,130.9800000000,30.0000000000,Nicole Brennan,Yukon,Yukon,Home Office,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.7800000000,2011-12-12,Not Returned
3178,22848,2011-12-10,Not Specified,4,68.1600000000,0.0900000000,Regular Air,-52.4400000000,15.9800000000,6.5000000000,Nicole Brennan,Yukon,Yukon,Home Office,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.4800000000,2011-12-12,Not Returned
3179,22849,2011-02-14,Not Specified,27,304.9800000000,0.0800000000,Regular Air,2.7300000000,11.7000000000,5.6300000000,Erin Creighton,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4000000000,2011-02-15,Not Returned
3180,22849,2011-02-14,Not Specified,34,104.2400000000,0.0000000000,Express Air,10.5900000000,2.7800000000,1.3400000000,Erin Creighton,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.4500000000,2011-02-16,Not Returned
3181,22849,2011-02-14,Not Specified,27,198.1300000000,0.0100000000,Regular Air,-219.9200000000,6.9800000000,9.6900000000,Erin Creighton,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Eldon Shelf Savers™ Cubes and Bins,Small Box,0.8300000000,2011-02-16,Not Returned
3182,22849,2011-02-14,Not Specified,25,4366.3480000000,0.0500000000,Regular Air,940.5700000000,205.9900000000,3.0000000000,Erin Creighton,Ontario,Ontario,Corporate,Technology,Telephones and Communication,6185,Small Box,0.5800000000,2011-02-16,Not Returned
3183,22850,2011-04-30,Medium,4,105.1300000000,0.0800000000,Regular Air,-103.2300000000,27.4800000000,4.0000000000,Allen Armold,Yukon,Yukon,Home Office,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.7500000000,2011-05-01,Not Returned
3184,22851,2009-03-01,Critical,25,667.3600000000,0.0900000000,Regular Air,218.8900000000,28.4800000000,1.9900000000,Denise Monton,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4000000000,2009-03-02,Not Returned
3185,22851,2009-03-01,Critical,13,32.3700000000,0.0000000000,Regular Air,-48.5500000000,2.0800000000,5.3300000000,Denise Monton,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.4300000000,2009-03-03,Not Returned
3186,22851,2009-03-01,Critical,38,1409.0875000000,0.0600000000,Express Air,233.5600000000,45.9900000000,4.9900000000,Denise Monton,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,KF 788,Small Box,0.5600000000,2009-03-02,Not Returned
3187,22880,2010-05-30,Medium,13,24.9600000000,0.0100000000,Regular Air,-20.6800000000,1.7000000000,1.9900000000,Bradley Talbott,Nova Scotia,Atlantic,Small Business,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,Small Pack,0.5100000000,2010-06-02,Not Returned
3188,22881,2010-04-06,Medium,33,476.0600000000,0.0400000000,Regular Air,-120.4800000000,14.0300000000,9.3700000000,Melanie Page,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.5600000000,2010-04-07,Not Returned
3189,22882,2010-09-13,Critical,10,71.2400000000,0.0300000000,Regular Air,2.7800000000,6.6900000000,3.1000000000,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Wrap Bag,0.3600000000,2010-09-15,Not Returned
3190,22885,2009-11-23,Medium,4,56.4700000000,0.0500000000,Regular Air,-29.9000000000,12.8800000000,4.5900000000,Neil Ducich,Nova Scotia,Atlantic,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Wrap Bag,0.8200000000,2009-11-25,Not Returned
3191,22887,2010-11-18,Not Specified,34,9107.2700000000,0.0700000000,Regular Air,2463.3600000000,276.2000000000,24.4900000000,Eugene Moren,Saskachewan,Prarie,Home Office,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box,0.0000000000,2010-11-19,Not Returned
3192,22912,2010-10-16,Low,33,10168.2300000000,0.0300000000,Express Air,4141.8000000000,304.9900000000,19.9900000000,Juliana Krohn,Yukon,Yukon,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4000000000,2010-10-20,Not Returned
3193,22913,2010-06-25,Critical,32,176.7700000000,0.0600000000,Express Air,-41.6000000000,4.9800000000,4.7200000000,Giulietta Dortch,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 1949,Small Box,0.3600000000,2010-06-26,Not Returned
3194,22913,2010-06-25,Critical,24,6568.0240000000,0.0600000000,Delivery Truck,1715.9000000000,348.2100000000,40.1900000000,Giulietta Dortch,Yukon,Yukon,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.6200000000,2010-06-28,Not Returned
3195,22913,2010-06-25,Critical,50,1579.0280000000,0.0200000000,Regular Air,624.9800000000,35.9900000000,5.9900000000,Giulietta Dortch,Yukon,Yukon,Corporate,Technology,Telephones and Communication,Accessory41,Wrap Bag,0.3800000000,2010-06-26,Not Returned
3196,22914,2012-01-13,Critical,30,336.6500000000,0.0700000000,Regular Air,-71.0500000000,11.7000000000,6.9600000000,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Medium Box,0.5000000000,2012-01-14,Not Returned
3197,22916,2012-02-02,Medium,18,122.0200000000,0.0400000000,Regular Air,-115.0000000000,6.4800000000,10.0500000000,Pete Takahito,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1997,Small Box,0.3700000000,2012-02-03,Not Returned
3198,22917,2009-03-01,Medium,1,3550.2800000000,0.0600000000,Express Air,-11769.1700000000,3499.9900000000,24.4900000000,Nathan Mautz,New Brunswick,Atlantic,Corporate,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box,0.3700000000,2009-03-04,Not Returned
3199,22919,2009-07-17,Critical,21,98.7700000000,0.0700000000,Regular Air,41.3300000000,4.9100000000,0.5000000000,Irene Maddox,Manitoba,Prarie,Consumer,Office Supplies,Labels,Avery 508,Small Box,0.3600000000,2009-07-18,Not Returned
3200,22947,2009-12-18,Low,19,216.2500000000,0.0900000000,Regular Air,58.8400000000,12.2200000000,2.8500000000,Sarah Jordon,Nova Scotia,Atlantic,Consumer,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.5500000000,2009-12-25,Returned
3201,22950,2011-12-21,Low,29,1756.1100000000,0.1000000000,Regular Air,-888.0700000000,64.6500000000,35.0000000000,Mike Caudle,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8000000000,2011-12-28,Returned
3202,22951,2012-05-03,Medium,24,1304.0275000000,0.1000000000,Regular Air,34.3600000000,65.9900000000,8.9900000000,Lena Creighton,Ontario,Ontario,Corporate,Technology,Telephones and Communication,StarTAC Analog,Small Box,0.6000000000,2012-05-03,Not Returned
3203,22978,2009-04-02,Medium,28,1801.9500000000,0.0300000000,Delivery Truck,-182.0700000000,60.8900000000,32.4100000000,Anthony Garverick,Saskachewan,Prarie,Small Business,Furniture,Chairs & Chairmats,"Global Push Button Manager's Chair, Indigo",Jumbo Drum,0.5600000000,2009-04-03,Not Returned
3204,22980,2012-10-01,Not Specified,17,224.0900000000,0.0000000000,Regular Air,-27.9200000000,12.4400000000,6.2700000000,Rob Haberlin,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Medium Box,0.5700000000,2012-10-02,Not Returned
3205,22980,2012-10-01,Not Specified,10,56.0500000000,0.0600000000,Regular Air,-27.7300000000,4.9800000000,5.4900000000,Rob Haberlin,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1952,Small Box,0.3800000000,2012-10-02,Not Returned
3206,23008,2009-10-09,Critical,10,1136.4700000000,0.1000000000,Express Air,323.3200000000,120.9800000000,9.0700000000,Erin Ashbrook,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Small Box,0.3500000000,2009-10-11,Not Returned
3207,23008,2009-10-09,Critical,2,325.8100000000,0.0200000000,Express Air,-522.7800000000,152.4800000000,6.5000000000,Erin Ashbrook,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.7400000000,2009-10-11,Not Returned
3208,23011,2010-06-15,Low,1,12.2000000000,0.0100000000,Regular Air,-33.9300000000,10.0100000000,1.9900000000,Kelly Williams,British Columbia,West,Corporate,Technology,Computer Peripherals,TDK 4.7GB DVD-R,Small Pack,0.4100000000,2010-06-22,Not Returned
3209,23041,2010-07-20,Low,21,173.7000000000,0.0200000000,Regular Air,-31.5900000000,7.6800000000,6.1600000000,Tracy Zic,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.3500000000,2010-07-27,Not Returned
3210,23041,2010-07-20,Low,5,1811.2500000000,0.0800000000,Regular Air,203.4400000000,367.9900000000,19.9900000000,Tracy Zic,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Ibimaster 300 Manual Binding System,Small Box,0.4000000000,2010-07-22,Not Returned
3211,23041,2010-07-20,Low,10,2642.9500000000,0.0800000000,Delivery Truck,-474.4900000000,262.1100000000,62.7400000000,Tracy Zic,Manitoba,Prarie,Consumer,Furniture,Tables,Bevis Boat-Shaped Conference Table,Jumbo Box,0.7500000000,2010-07-27,Not Returned
3212,23042,2009-04-26,Medium,20,8048.4500000000,0.0400000000,Regular Air,1947.6700000000,419.1900000000,19.9900000000,Nicole Brennan,Yukon,Yukon,Home Office,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,0.5800000000,2009-04-27,Not Returned
3213,23046,2010-10-06,Critical,33,292.7500000000,0.0800000000,Regular Air,93.3300000000,8.9500000000,2.0100000000,Adam Shillingsburg,Alberta,West,Corporate,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Wrap Bag,0.3900000000,2010-10-08,Not Returned
3214,23076,2009-05-27,Critical,50,742.2100000000,0.0300000000,Regular Air,122.2100000000,14.2000000000,5.3000000000,Dan Reichenbach,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.4600000000,2009-05-28,Returned
3215,23078,2011-09-15,Medium,8,342.2700000000,0.0900000000,Regular Air,-17.6800000000,40.9900000000,19.9900000000,Jay Fine,Nova Scotia,Atlantic,Consumer,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.3600000000,2011-09-17,Not Returned
3216,23078,2011-09-15,Medium,18,168.9500000000,0.1000000000,Regular Air,-15.9000000000,9.7800000000,5.7600000000,Jay Fine,Newfoundland,Atlantic,Consumer,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.3500000000,2011-09-15,Not Returned
3217,23078,2011-09-15,Medium,39,577.9500000000,0.0700000000,Regular Air,-86.4300000000,15.7300000000,7.4200000000,Jay Fine,Nova Scotia,Atlantic,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme Galleria® Hot Forged Steel Scissors with Colored Handles,Small Pack,0.5600000000,2011-09-17,Not Returned
3218,23104,2011-04-09,Medium,3,30.9200000000,0.0200000000,Express Air,28.6400000000,6.9800000000,2.8300000000,Trudy Brown,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,G.E. Halogen Desk Lamp Bulbs,Small Pack,0.3700000000,2011-04-10,Not Returned
3219,23104,2011-04-09,Medium,24,142.8000000000,0.0100000000,Regular Air,-25.0000000000,5.8100000000,3.3700000000,Trudy Brown,Saskachewan,Prarie,Small Business,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.5400000000,2011-04-12,Not Returned
3220,23106,2010-10-20,Medium,35,25313.3400000000,0.0500000000,Delivery Truck,8612.1100000000,810.9800000000,16.0600000000,Liz MacKendrick,New Brunswick,Atlantic,Corporate,Technology,Office Machines,Okidata ML591 Wide Format Dot Matrix Printer,Jumbo Drum,0.5600000000,2010-10-22,Not Returned
3221,23107,2011-06-11,Medium,7,43.2900000000,0.0700000000,Regular Air,-39.1200000000,5.3800000000,7.5700000000,Lori Olson,New Brunswick,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Small Box,0.3600000000,2011-06-14,Not Returned
3222,23136,2009-09-25,Not Specified,41,9312.5200000000,0.0100000000,Regular Air,3039.3700000000,218.0800000000,18.0600000000,Barry Blumstein,British Columbia,West,Small Business,Furniture,Chairs & Chairmats,"Lifetime Advantage™ Folding Chairs, 4/Carton",Large Box,0.5700000000,2009-09-26,Not Returned
3223,23136,2009-09-25,Not Specified,43,220.4700000000,0.0400000000,Regular Air,-135.1600000000,4.9800000000,4.6200000000,Barry Blumstein,British Columbia,West,Small Business,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.6400000000,2009-09-26,Not Returned
3224,23140,2012-02-08,High,18,1713.8000000000,0.0500000000,Regular Air,1125.2900000000,99.2300000000,8.9900000000,MaryBeth Skach,Saskachewan,Prarie,Home Office,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.3500000000,2012-02-10,Not Returned
3225,23140,2012-02-08,High,16,116.6900000000,0.0200000000,Regular Air,11.6900000000,7.0800000000,2.3500000000,MaryBeth Skach,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Wrap Bag,0.4700000000,2012-02-08,Not Returned
3226,23168,2010-09-15,Low,46,23949.5100000000,0.0000000000,Express Air,-1312.8400000000,499.9900000000,24.4900000000,Darren Budd,Yukon,Yukon,Home Office,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.3600000000,2010-09-22,Returned
3227,23169,2011-06-23,Critical,27,172.7000000000,0.0700000000,Regular Air,-42.9700000000,6.4800000000,5.1100000000,Karl Brown,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 231,Small Box,0.3700000000,2011-06-25,Not Returned
3228,23169,2011-06-23,Critical,22,1683.5700000000,0.1000000000,Regular Air,346.5400000000,80.9800000000,7.1800000000,Karl Brown,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Logitech Cordless Navigator Duo,Small Box,0.4800000000,2011-06-25,Not Returned
3229,23170,2009-05-21,Not Specified,20,4252.8900000000,0.0600000000,Express Air,969.4200000000,218.0800000000,18.0600000000,Tim Brockman,Alberta,West,Consumer,Furniture,Chairs & Chairmats,"Lifetime Advantage™ Folding Chairs, 4/Carton",Large Box,0.5700000000,2009-05-23,Not Returned
3230,23172,2012-04-24,Low,13,1191.7300000000,0.0700000000,Regular Air,147.6000000000,96.4500000000,13.9900000000,Alex Russell,Alberta,West,Home Office,Technology,Office Machines,Soundgear TeleForum DX Desktop Conference Phone,Medium Box,0.3800000000,2012-04-29,Not Returned
3231,23174,2012-07-26,Low,16,3549.9000000000,0.0600000000,Delivery Truck,44.8000000000,216.6000000000,64.2000000000,Harry Marie,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,0.5900000000,2012-07-28,Not Returned
3232,23174,2012-07-26,Low,8,138.2400000000,0.0300000000,Regular Air,-60.0400000000,16.7400000000,7.0400000000,Harry Marie,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,Rogers® Profile Extra Capacity Storage Tub,Small Box,0.8100000000,2012-08-02,Not Returned
3233,23202,2011-07-30,High,39,307.4200000000,0.0500000000,Regular Air,104.0900000000,8.1700000000,1.6900000000,Naresj Patel,Ontario,Ontario,Small Business,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Wrap Bag,0.3800000000,2011-08-01,Not Returned
3234,23202,2011-07-30,High,48,608.2900000000,0.0200000000,Regular Air,-39.2700000000,11.9700000000,5.8100000000,Naresj Patel,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6000000000,2011-08-01,Not Returned
3235,23205,2009-05-24,High,8,319.6200000000,0.0800000000,Express Air,-16.6400000000,40.9800000000,7.2000000000,Stuart Calhoun,Ontario,Ontario,Consumer,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,Small Box,0.6000000000,2009-05-25,Not Returned
3236,23205,2009-05-24,High,32,263.3900000000,0.0800000000,Express Air,-59.7300000000,8.1200000000,2.8300000000,Stuart Calhoun,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.7700000000,2009-05-25,Not Returned
3237,23205,2009-05-24,High,26,7208.8000000000,0.0200000000,Delivery Truck,-633.4400000000,262.1100000000,62.7400000000,Stuart Calhoun,Ontario,Ontario,Consumer,Furniture,Tables,Bevis Boat-Shaped Conference Table,Jumbo Box,0.7500000000,2009-05-25,Not Returned
3238,23207,2010-10-22,Critical,11,336.9100000000,0.1000000000,Regular Air,42.5000000000,30.9800000000,8.7400000000,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1979,Small Box,0.4000000000,2010-10-23,Not Returned
3239,23232,2010-04-16,High,15,614.1500000000,0.0300000000,Express Air,-54.3700000000,39.9800000000,7.1200000000,Penelope Sewall,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Small Box,0.6700000000,2010-04-17,Not Returned
3240,23232,2010-04-16,High,31,154.2400000000,0.0300000000,Regular Air,68.8800000000,4.9800000000,0.4900000000,Penelope Sewall,Manitoba,Prarie,Home Office,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.3900000000,2010-04-17,Not Returned
3241,23232,2010-04-16,High,20,140.3100000000,0.0600000000,Regular Air,-94.1100000000,6.4800000000,8.7400000000,Penelope Sewall,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 1984,Small Box,0.3600000000,2010-04-16,Not Returned
3242,23235,2011-07-05,High,6,17.4300000000,0.0200000000,Regular Air,2.4500000000,2.8800000000,0.5000000000,Darren Budd,Yukon,Yukon,Home Office,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.7100000000,2011-07-07,Not Returned
3243,23238,2010-03-31,Not Specified,25,2976.1900000000,0.0500000000,Delivery Truck,-44.5200000000,115.9900000000,56.1400000000,Bradley Drucker,Yukon,Yukon,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4000000000,2010-04-02,Not Returned
3244,23264,2010-12-07,Critical,16,108.4200000000,0.0200000000,Regular Air,-50.8200000000,6.4800000000,6.8100000000,Clay Rozendal,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1930,Small Box,0.3600000000,2010-12-09,Not Returned
3245,23264,2010-12-07,Critical,27,78.4700000000,0.0600000000,Regular Air,17.9900000000,2.8800000000,0.9900000000,Clay Rozendal,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Avery 474,Small Box,0.3600000000,2010-12-09,Not Returned
3246,23268,2012-01-16,High,5,255.3100000000,0.0200000000,Regular Air,41.4100000000,48.0400000000,5.7900000000,Pierre Wener,Nova Scotia,Atlantic,Home Office,Office Supplies,Paper,Xerox 1937,Small Box,0.3700000000,2012-01-18,Not Returned
3247,23268,2012-01-16,High,14,50.8500000000,0.0900000000,Express Air,-6.8100000000,3.6000000000,2.2000000000,Pierre Wener,Quebec,Quebec,Home Office,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Wrap Bag,0.3900000000,2012-01-18,Not Returned
3248,23270,2011-03-13,Low,20,1460.4200000000,0.0400000000,Delivery Truck,-441.4400000000,68.8100000000,60.0000000000,Mick Crebagga,Manitoba,Prarie,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.4100000000,2011-03-17,Not Returned
3249,23270,2011-03-13,Low,42,6659.7415000000,0.0500000000,Express Air,1647.7500000000,195.9900000000,3.9900000000,Mick Crebagga,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,CF 888,Small Box,0.5900000000,2011-03-18,Not Returned
3250,23271,2010-11-03,High,1,794.5800000000,0.0900000000,Delivery Truck,-1748.3400000000,808.4900000000,55.3000000000,Ann Blume,Nova Scotia,Atlantic,Small Business,Technology,Office Machines,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Jumbo Drum,0.4000000000,2010-11-04,Not Returned
3251,23297,2012-07-02,Critical,20,498.6800000000,0.0600000000,Regular Air,79.5200000000,25.9800000000,5.3700000000,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Appliances,3M Office Air Cleaner,Medium Box,0.5000000000,2012-07-04,Not Returned
3252,23297,2012-07-02,Critical,34,5208.7800000000,0.0500000000,Regular Air,1547.7800000000,155.0600000000,7.0700000000,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.5900000000,2012-07-04,Not Returned
3253,23301,2011-04-18,High,4,28.4600000000,0.0200000000,Regular Air,-27.1300000000,5.9800000000,3.8500000000,Adam Hart,Yukon,Yukon,Corporate,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack,0.6800000000,2011-04-20,Not Returned
3254,23301,2011-04-18,High,3,23.4400000000,0.0500000000,Regular Air,-10.5800000000,5.9800000000,5.2000000000,Adam Hart,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 1992,Small Box,0.3600000000,2011-04-20,Not Returned
3255,23303,2009-06-20,Not Specified,39,238.4900000000,0.0900000000,Regular Air,-110.5600000000,6.4800000000,6.2200000000,Ralph Arnett,Quebec,Quebec,Consumer,Office Supplies,Paper,Xerox 1894,Small Box,0.3700000000,2009-06-22,Not Returned
3256,23328,2010-09-15,High,39,5740.3200000000,0.0300000000,Delivery Truck,1285.7400000000,145.4500000000,17.8500000000,Resi Polking,Alberta,West,Small Business,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.5600000000,2010-09-16,Not Returned
3257,23329,2010-12-26,Low,4,31.1185000000,0.0500000000,Regular Air,-46.9000000000,7.9900000000,5.0300000000,Maris LaWare,Yukon,Yukon,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6000000000,2011-01-19,Not Returned
3258,23329,2010-12-26,Low,47,4829.4535000000,0.0500000000,Regular Air,1235.1500000000,125.9900000000,8.9900000000,Maris LaWare,Yukon,Yukon,Home Office,Technology,Telephones and Communication,SC7868i,Small Box,0.5500000000,2010-12-30,Not Returned
3259,23333,2009-08-05,Medium,44,634.1200000000,0.0400000000,Regular Air,-21.6500000000,14.4200000000,6.7500000000,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.5200000000,2009-08-06,Not Returned
3260,23333,2009-08-05,Medium,32,196.8400000000,0.0400000000,Regular Air,-69.2900000000,5.9800000000,5.7900000000,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1903,Small Box,0.3600000000,2009-08-07,Not Returned
3261,23333,2009-08-05,Medium,16,886.8900000000,0.0300000000,Regular Air,-23.8300000000,65.9900000000,8.9900000000,Michael Dominguez,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.5600000000,2009-08-06,Not Returned
3262,23360,2009-05-11,Low,30,512.9700000000,0.0100000000,Express Air,261.2900000000,15.6700000000,1.3900000000,Jocasta Rupert,New Brunswick,Atlantic,Consumer,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.3800000000,2009-05-11,Not Returned
3263,23361,2010-07-03,Critical,2,3.2300000000,0.0600000000,Regular Air,-2.7300000000,1.2600000000,0.7000000000,Benjamin Patterson,Yukon,Yukon,Corporate,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.8100000000,2010-07-04,Not Returned
3264,23361,2010-07-03,Critical,36,2861.6600000000,0.0400000000,Regular Air,-921.6800000000,80.9800000000,35.0000000000,Benjamin Patterson,Yukon,Yukon,Corporate,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.8100000000,2010-07-04,Not Returned
3265,23361,2010-07-03,Critical,7,373.2775000000,0.0700000000,Regular Air,-204.9300000000,65.9900000000,5.2600000000,Benjamin Patterson,Yukon,Yukon,Corporate,Technology,Telephones and Communication,8860,Small Box,0.5600000000,2010-07-03,Not Returned
3266,23362,2010-08-27,Medium,45,852.0500000000,0.1000000000,Regular Air,-20.6000000000,19.9800000000,10.4900000000,Randy Bradley,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.4900000000,2010-08-29,Not Returned
3267,23363,2012-05-29,Low,46,241.8100000000,0.0200000000,Regular Air,-94.8300000000,4.9100000000,4.9700000000,Robert Dilbeck,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.3800000000,2012-06-05,Not Returned
3268,23366,2010-11-19,Not Specified,12,136.1000000000,0.0600000000,Regular Air,-3.7800000000,10.5200000000,7.9400000000,Tim Taslimi,Yukon,Yukon,Corporate,Furniture,Office Furnishings,Ultra Door Pull Handle,Small Pack,0.5200000000,2010-11-21,Not Returned
3269,23366,2010-11-19,Not Specified,5,297.8500000000,0.0400000000,Regular Air,-69.8900000000,54.1000000000,19.9900000000,Tim Taslimi,Yukon,Yukon,Corporate,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot File®,Small Box,0.5900000000,2010-11-19,Not Returned
